stem,idf
pandurn'a,1
lnga'ognam,1
tubhyam,1
bcugrig,1
ninydzva,1
h'arbhokt'a,1
kling,1
aantardhi,1
gtsugchos,1
aantardha,1
dagdpral,1
gtsuggsod,1
phyirmgo,1
riddhya,1
cigkyi,1
donom,1
phatgnod,1
d'ant'ata,1
ndrar,1
larig,1
byabar,1
aasminpa,1
ndram,1
draglud,1
nagsbrul,1
a'ota,1
donor,1
byugmnyes,1
tsa'ode,1
yitta,1
godzha,1
bya'ori'i,1
dasmattv'atpr'i,1
ltaryang,1
'dzegbzhon,1
ksh'unna,1
tvasmi,1
lnga'orma,1
bhakpra,1
sprigbhi,1
logbrtsegs,1
badzren,1
ghrishtsa,1
midstri,1
badzred,1
thugkhyod,1
ggl'a,1
y'asva,1
thkrarma,1
chog'dod,1
hedh'a,1
goyan,1
rurd'anta,1
d'arba,1
bikshya,1
gomun,1
a'unyak'a,1
rshvi,1
rangkt'a,1
tshigbrgyad,1
gartti'i,1
'dugthal,1
gcigdung,1
na'odmigs,1
rastre,1
zhogkoo,1
'diri,1
nishkoshthi,1
bhr'antirmmi,1
rimpha,1
bidyud,1
yord'irgha,1
sokhva,1
yaho,1
leshushka,1
gcigphu,1
sushya,1
dhvangs,1
pidda,1
niblangs,1
yamllo,1
dh'issa,1
thobbyang,1
bo'oskye,1
aapa'i'o,1
t'anya,1
y'asmin,1
s'utka,1
lakhyod,1
'dzagrdzi,1
lagsmgon,1
bharksh'ishta,1
dbaddha,1
bdagmtshungs,1
tstsheett'am,1
shannawa,1
gam'di,1
yudzi,1
dangtog,1
bh'unna,1
dangsel,1
gramaom,1
sla'ogzhan,1
dangchen,1
yorb'am,1
dugbong,1
shtsinta,1
lkoo,1
tyaktv'abdhi,1
dangnu,1
zhalbdun,1
rtsigphyi,1
barnnyam,1
khragtsi,1
terdv'a,1
airsh'a,1
thegnyi,1
hr'imh'um,1
airsh'i,1
gcignyes,1
sringg'a,1
brgyanbyang,1
kkak,1
bridzdzi,1
mutt'ar,1
sammadzh'i,1
gyurgzhan,1
stugsmin,1
'gyursmad,1
na'byung,1
shirdh'a,1
'dzag'phongs,1
'gyursman,1
aidhun'a,1
ldogga,1
rtog'dir,1
bzhinphan,1
mbat,1
nydzid,1
batty'a,1
tirdzan,1
ba'olha,1
sht'ra,1
rngud,1
bsreglus,1
syandra,1
sgrubces,1
tengga,1
terbsa,1
shinglha,1
k'atprishtoo,1
po'omdo,1
ngordo,1
cigdri'o,1
ristri,1
sorgol,1
logsngags,1
tge,1
b'ann'am,1
santapam,1
raksh'artham,1
seendhu,1
limbannam,1
dzalpat,1
hnirb'i,1
geermu,1
rast'atpra,1
panka,1
phoshta,1
trindhat,1
togsngon,1
aardu,1
dgugbsang,1
bastigm'am,1
phrogsnyin,1
shungg'i,1
studhve,1
premna,1
de'olegs,1
ghargh'a,1
svapneer,1
gikam,1
dag'khrig,1
bhudkt'am,1
mashshe,1
lo'olce'i,1
dotstshishta,1
bhy,1
bzhinphra,1
shigsbrul,1
sbr'i,1
mitra,1
n'anytsha,1
medbtags,1
saph'a,1
a'addhvam,1
lagdul,1
sv'aa,1
sv'ab,1
shtro'a,1
n'anytshu,1
khotkrittam,1
zhigce,1
dangsprul,1
brtaggos,1
dishtv'a,1
sgim,1
shabdr'a,1
bklagrnal,1
tsitscha,1
audmanda,1
kshushma,1
a'rya',1
shingchur,1
tastada,1
phyirmthun,1
yatk'irttam,1
madh'a,1
tshigbzhogs,1
reeta,1
bcaggshin,1
parbsams,1
lotkarsh'a,1
rashta'i,1
cingthe,1
gnagglang,1
aadh'ishta'o,1
hoosht,1
'dugsbrang,1
'khormig,1
pasgnang,1
madgyes,1
brlagbkra,1
nantee,1
kaaushtam,1
gzhagmkhan,1
paspa,1
ba'osbrang,1
l'atako,1
n'ishtha'i,1
str'anyu,1
paspi,1
dga'mi,1
kurd'a,1
rtogthag,1
lambhy'at,1
autstsh'i'i,1
tringgi,1
pitt'ardzdza,1
d'aki'i,1
kkyang,1
aoshthyam,1
gand'aya,1
shiggso,1
bzhagkhu,1
padmo'ang,1
dheeryya,1
bashtsim'a,1
hantsh'a,1
aadzalas,1
daphphu,1
marmarshti,1
d'itna,1
robslab,1
bdaglhan,1
hendri,1
zlogrdo,1
bya'obzlas,1
druglta,1
tsihkva,1
tsishma,1
k'ansvam,1
sugnyis,1
m'an'atpaksha,1
daddhya,1
bzhinmchod,1
mchoggral,1
tsesh'ishta,1
hastastri,1
yuktenyagra,1
m'irmmadb'a,1
borbashthi,1
'gagsrog,1
buddhri,1
gyistong,1
zhig'dra,1
kah'i,1
m'amkta,1
rgyurgyu,1
bhradzdz'i,1
badzanti,1
po'oaushma,1
titsint'a,1
purmme,1
trindh'a,1
bu'ochen,1
durmo,1
danbha'i,1
pyagn'indvark'a,1
brtag'dzin,1
gamnyam,1
sbyarrdul,1
gndha,1
bagn'a,1
shastasmee,1
bh'uttonmu,1
britt'artha,1
brtagphan,1
bhitt'am,1
mchodsnod,1
kshep,1
mdogrnal,1
ngota,1
byanges,1
cingrgyab,1
dadhata,1
yadphakty'a,1
nyuta'o,1
kshen,1
svonyastri,1
barggernn'a,1
yashri,1
mirdha,1
muttu,1
bishkanda,1
sh'astha,1
mchodgshin,1
brishtv'a,1
shiglud,1
dubhri,1
yy'ante,1
drugle,1
ntsu,1
rophyi'i,1
mutto,1
sh'ambhya,1
d'ei,1
'gyurgtsang,1
dastasmee,1
migrkyen,1
nabral,1
srashti,1
nydzantu,1
pall'a,1
bhintt'at,1
taktv'a,1
brgyanzhal,1
sargi,1
la'od'i,1
derrmongs,1
yudzat,1
syurmm'a,1
gzhagbzhengs,1
netstshe,1
puksh'ishta,1
pabu,1
sagho,1
sdugnga,1
shasra'o,1
d'aha,1
dkyilk,1
byedba,1
shvadth,1
paba,1
baggo,1
rigdben,1
n'ant'i,1
b'arhoo,1
shitsand'a,1
dangthig,1
didag,1
besti,1
kamsran,1
rootsh'i,1
svanydz'a,1
durggam,1
dhirmm'a,1
hirsha'i,1
mantsi,1
mansam,1
larmongs,1
s'addhirhi,1
dabhna,1
yeshy'a,1
nudra,1
shube,1
dbenpar,1
dzartte,1
aaktha,1
ngodo,1
noglo,1
dehe,1
gadpa',1
bcu'i'o,1
m'abe,1
gcigbslab,1
sdyam,1
rastra,1
shtara,1
laslhan,1
bhodzit'a,1
rahn'a,1
lipsati,1
bu'obrdas,1
bo'di,1
dangsdug,1
yermma,1
tortags,1
dbyigci,1
dodbyibs,1
ngorus,1
prasht'am,1
brtsiggcer,1
trira,1
migdga',1
sutra,1
gangdge,1
bishnurbha,1
bzhagrnam,1
kedshu,1
tssa,1
bdagt'adg'i,1
shudddha,1
gayin,1
danglag,1
stringsha,1
kirtt'im,1
n'a'ang,1
brtagthabs,1
khind'a,1
l'atstsh'a,1
sk'irsh'ita,1
yuddhi,1
'phelnyams,1
yuddho,1
togl'am,1
sy'addho,1
ma'obrishnu,1
dpagdpyod,1
yanggrag,1
'gogdul,1
mrisht'at,1
poshlo,1
smugnas,1
t'i'am,1
autbu,1
stesrid,1
t'astam,1
dbyi'oyon,1
dr'annam,1
gdabsrog,1
tardh'i,1
nagzla,1
gragbde,1
la'odrang,1
d'attam,1
sgre'u'i,1
bdagsh'akya'i,1
lagba,1
dangsnyan,1
baddhast'a,1
kash'u,1
narigs,1
krins'a,1
kash'o,1
bskorphyi,1
somna',1
dugnad,1
marbskol,1
t'arh'a,1
yormi,1
pa'okhru,1
nidha'i,1
shig'ga',1
ghatn'am,1
sbyarpukka,1
spyinsangs,1
shigme'i,1
noritra,1
ba'obka',1
kurbanna,1
dyot,1
yinrnga,1
gisgra,1
hatk'a,1
bara,1
bhyaksh'a,1
ma'odmar,1
hi'o'dis,1
battm,1
p'ug,1
tirdz'a,1
dagmal,1
dgenyan,1
mabyang,1
shistha,1
stari,1
dagphran,1
ginni,1
mignirbya,1
ngasra,1
dantarb'a,1
auddhigna,1
gishra,1
godbyu,1
shatu'i,1
shebta,1
'grothams,1
ts'arha,1
shandanda,1
'gyurdkon,1
drug'od,1
skindi,1
batbh'a,1
tshigphyogs,1
hongsa,1
'tshalbsam,1
bkugtil,1
gzhugbram,1
gzhuggtan,1
btegsmin,1
nrje,1
ladzva,1
dh'urba,1
yamyam,1
keeshtsita,1
dhuktvam,1
dzeesh'a,1
nikhu,1
tanbha,1
lambha'i,1
ghisla,1
gzhagbram,1
bh'in,1
zbhi,1
bhiksh'ardi,1
pa'obkur,1
ldung,1
brgyanh,1
nastshig,1
kubhy'am,1
n'artstsi,1
mabam,1
'jug'gyur,1
tsananda,1
tsatsh'a,1
riglnga,1
dzihv'a,1
n'atti'i,1
dugdho,1
tantya,1
'ugsrin,1
prinytsha,1
mahalla,1
nottr'i,1
cingrigs,1
cha'ophyag,1
cigzag,1
shosmi,1
sahya,1
bzhagai,1
thagskad,1
bzhagae,1
mynytsoo,1
shogming,1
kyagn,1
gamngar,1
ratnakharga,1
auurnna,1
radza'i,1
yuktanta,1
svapnas,1
nobum,1
w'aktshu,1
batsha'i,1
sishva,1
shreshthu,1
dzaghra,1
aatmana,1
krasti,1
aadhyand'a,1
krasta,1
dattasya,1
pasbyar,1
pakshm'ana,1
aishto,1
rigmtshon,1
danni,1
rartta,1
bhikshurdzi,1
yukt'i,1
pinggam,1
spruglham,1
m'alli,1
losangs,1
yingsal,1
bunged,1
bcugzhag,1
dwa,1
rbbod,1
wrtag,1
nidam,1
aund'amba,1
dhyurbi,1
gzhugsgrub,1
bishyant'i,1
sh'iktha,1
dagsbangs,1
tastrva,1
myakshu,1
mungghu,1
barbshad,1
by'atstsha,1
kagral,1
yizab,1
tsakshushp'a,1
trirna,1
p'andya,1
spardh'agne,1
sodya,1
rashth'a,1
ploshta,1
gampa,1
bhuddhu,1
bya'orgyal,1
ainde,1
shanmarsha,1
bzlogh'um,1
rish'a,1
yutsh'ishta,1
gzhankhyad,1
badt'a,1
pr'anyts'am,1
rigsnying,1
sarna,1
krity'ata,1
shlishi,1
nodsu,1
'gyurbskal,1
lyangka,1
neestasya,1
niptr'i,1
mahadbhi,1
nirgatstsh'antuddha,1
ba'ogas,1
ngochad,1
sprikasngags,1
dhiba,1
thagrgyas,1
krinm'urtta,1
kapdu,1
nyidrang,1
shatrum,1
t'apt'am,1
bramti'i,1
bhidh'a,1
shordz'a,1
parphung,1
'dagmtshan,1
migcho,1
btta,1
aeedha,1
rashkara,1
nushk'a,1
y'akti,1
binashti,1
beshta'o,1
bh'ugna,1
t'amhum,1
sht'anta,1
gh'artta,1
nabhri,1
rakshamma,1
dbogtshags,1
ken'a,1
nirkyen,1
dashth'a,1
bh'udzi,1
shignya,1
mchogpho,1
shogla,1
lenyashtoo,1
gzhugtshul,1
sh'adko,1
myeta,1
gnagdpag,1
gzhagautpal,1
svap,1
bu'obtsun,1
aate,1
rnamsbsams,1
aato,1
gapha,1
bilpa'i,1
titpri,1
kh'in'am,1
nuttannunn'asta,1
sunri,1
aantarbi,1
ba'okhrag,1
sharbb'a,1
dagdhya,1
rtari,1
ts'urnn'a,1
tshrintta,1
ktsha,1
sheltsandan,1
badzardhrma,1
dv'ipt'agni,1
bdagsnyan,1
gyurdon,1
brlagsnying,1
ldha,1
l'al,1
bhagtam,1
can'dod,1
tishta'o,1
sarsht'a,1
w'arshu,1
gcigzhal,1
tribh'u,1
tsarci,1
j'am,1
ttum,1
keestu,1
tsakb'a,1
gcigrig,1
shuddhra,1
lapri,1
rtogskye,1
tastadga,1
bandhyusha,1
bdagbsrung,1
mo'otshul,1
srigbhy'a,1
mashtoo,1
b'anb'a,1
durm'urtta,1
dhme,1
ronyer,1
sanytsod,1
dgrarlung,1
zhigrngon,1
d'irnne,1
snypshshthk'a'o,1
gsumgsum,1
yodphyi,1
dagblang,1
sogssna,1
srpid,1
darshin'a,1
shayashti,1
aabdhyambu,1
togzhes,1
lambhad,1
bgoshar,1
lambham,1
prash'astr'a,1
s'akkha,1
rshee,1
gupa'i,1
b'adsa,1
bidz'at'am,1
dvesh'i,1
byasphyogs,1
la'osnga,1
solhung,1
gimngon,1
bhu'u'o,1
gzhugyongs,1
sh'un'a,1
lalloo,1
aupdh'a'i,1
a'utta,1
w'ashtsa,1
potpla,1
rodzdznyi,1
ktham,1
yangge,1
bsregkhyab,1
gzhugrgun,1
rakshanman,1
nuta'ang,1
rbby'a,1
rooba,1
nushts'a,1
marg'a,1
sh'inyatsa,1
bkagna,1
a'ushi,1
dharm'ashta,1
tidzdza,1
sh'aha,1
ballu'i,1
bishvdrya,1
shr'antirb'a,1
shiglde,1
shaktirlupta,1
zhiggnyi,1
byunydz'a,1
t'ru,1
gatty'a,1
palba,1
gragsangs,1
pa'ochar,1
aarbanastra,1
sarbb'anparsha,1
ste'ognas,1
kapp'a,1
a'atmabhya,1
autstas,1
sonyatha,1
pashts'atpa,1
gamtshogs,1
dpogsman,1
bidbharbha,1
srakhsu,1
bh'aksh'a,1
gandharbh'a,1
barshashtsa,1
gzhaglde,1
biskha,1
rudhya,1
shradd'a,1
tamntra,1
bhaktishtsa,1
ngodran,1
r'adhya,1
phyir'dus,1
gnaglas,1
ty'agh'a,1
gocho,1
tushk'a,1
gurbyo,1
mindbang,1
a'atpa,1
bragbh'u,1
g'andharbbi,1
a'ina'i,1
pr'andanda,1
gzhee',1
yantsi,1
blta'oral,1
brasth'i,1
k'ishte,1
kholli,1
brasth'a,1
khollo,1
gulo,1
cigsben,1
ba'odpal,1
tb'ane,1
moshyo,1
dadata,1
nirb'anna,1
'gagdgongs,1
gatkalpa,1
nyidgal,1
kunbcom,1
shashth'its'a,1
mchogkharsa,1
shiglhas,1
bsregbza',1
phyirbsam,1
logsbyin,1
mchogbzlog,1
shabsur,1
durgott'a,1
sabbh'a,1
sradbha,1
s'ukshmo,1
gamgarbha,1
d'andan,1
pa'jam,1
nyana'o,1
g'arppi,1
gcigzung,1
klurlung,1
dzhabha,1
n'akry'a,1
aarh'i,1
aaw'i,1
'jigthung,1
stebad,1
che'oglo,1
aindzi,1
daggsar,1
beedu,1
rlagso,1
turp'i,1
kamt'a,1
'dagkun,1
skongzhes,1
zh'a,1
pr'ana,1
kamge,1
p'alla,1
g'irpu,1
gihu,1
zhuphyogs,1
harsha'i,1
chechud,1
cigaargha,1
kekha,1
h'indhi,1
tristad,1
w'anytsoo,1
kshotta,1
'jugbshags,1
kunkhyod,1
doddh'a'i,1
du'obsgrub,1
de'islob,1
tishth'adha,1
tangkam,1
bydee,1
ma'ochur,1
randhre,1
manthanytsa,1
nast'irth'arth'a,1
kshuda,1
sldung,1
basong,1
traya,1
bhorbi,1
thugbrgyad,1
te'ud,1
batp'urnna,1
khotshe,1
turbidsha,1
tv'a'o,1
rodgra,1
hv'ar,1
ghgh'ala,1
'grola,1
la'otsu,1
thogrtog,1
ba'otshul,1
r'akka,1
dbyanggu,1
fdang,1
zhingdngos,1
bcu'odge,1
svossashti,1
sy'asthi'i,1
ntvanda,1
yushm'anbha,1
briddhoksham,1
paspros,1
tethon,1
tastasminnirmmi,1
pa'iglang,1
polus,1
dzadznyishva,1
babud,1
aaba'o,1
dzant'a,1
gzhugston,1
dgagpha,1
bishinytsa,1
ritstshanna,1
m'ardhan,1
shtata,1
brlabpadma,1
malle,1
zhiglung,1
nosna,1
bedmri,1
darpsya,1
pashtsata'o,1
nispyod,1
tshigtsha,1
kuku,1
bakko,1
dangzhun,1
aashtnra,1
skuspyan,1
shpedh'u,1
goopsi,1
ba'obshams,1
dattad,1
bishranta,1
tann'amni,1
by'atkra,1
sbyangschos,1
deeshtsa,1
tsukot,1
gom'ana,1
bskyeddkyil,1
gurgyal,1
dheery,1
rigdmyal,1
shadgatstsha,1
sozas,1
cimos,1
mugdham,1
d'i'i'o,1
sozag,1
sozad,1
tsurbyo,1
kasanni,1
chemkhrig,1
medmdzas,1
lipsva,1
byatshe,1
byutpanna,1
kep'urba,1
pannanda,1
bandee,1
shastr'in,1
sh'iksh'a,1
'jugmdo,1
stonrgyu,1
khragrdo,1
aarpy'ata,1
bhyut,1
kesyi,1
booshtha,1
ltarbzhin,1
l'jig,1
grubbyol,1
rishtsanda,1
krishde,1
bsnyamssrid,1
rigrdo,1
bhirbhrim,1
duw'a,1
n'asm'a,1
cingg,1
dodrang,1
sarb'at,1
dusmgon,1
bartt,1
y'atsnye,1
soautstshe,1
stethig,1
h'alpa,1
bhikshurgu,1
dangbrtan,1
nusyod,1
skyengo,1
a'argga,1
sv'arth'a,1
'jigbi,1
brtagdkar,1
laphyis,1
selde,1
klogkun,1
ya'opri,1
sheshtaka,1
ma'inud,1
bdagdgon,1
'chi'ozhes,1
ngonur,1
keenytsi,1
cigspros,1
bcugbi,1
bishakh'a,1
bzloggtsug,1
sy'adbastra,1
k'ali,1
kshant'i,1
rdzung,1
makta,1
yashni,1
nilnga,1
na'i'am,1
sh'asa,1
tam'jig,1
k'atsvi,1
cigklus,1
totti,1
tsuksh'a,1
trindtha,1
dordul,1
mokta,1
samksh'i,1
dh'attam,1
rjema,1
satvadza,1
keshutpa,1
nargh'a,1
ternyed,1
moktu,1
wansoo,1
tangga'i,1
kap'u,1
w'akahe,1
gv'ans'u,1
m'antrishtv'a,1
cigho,1
dbrogpadmas,1
bdagbza',1
lampal,1
shardz'a,1
timrbba,1
bashishth'a,1
mchogmchin,1
thanytsa,1
m'ashtsar,1
tvadb'a,1
byedthig,1
padbus,1
tassa,1
'jugbal,1
kn'a,1
aite,1
briddh'anta,1
byedsgra,1
'grolhar,1
dz'arham,1
tvotsha,1
saktan,1
shrandhu,1
sanddha,1
dvakta,1
tatk'ala,1
sy'adzdzadga,1
nargzung,1
nastadga,1
yigkatstsh'u,1
stemtshon,1
su'obzod,1
gyurgal,1
l'ark,1
bsregbskal,1
rishima,1
bzhingcig,1
dagrol,1
kurb'ita,1
a'atama,1
dugzugs,1
reermasta,1
b'ursh'i,1
h'atka,1
madu,1
sittha,1
bshadphan,1
aant'ada,1
daggcer,1
p'abyam,1
auw,1
steaom,1
cignyid,1
dangmkhal,1
aamprashth'a,1
dangmkhas,1
pakasha,1
mutshardzdza,1
yoostu,1
tv'arthi,1
banub,1
'dinga,1
lorgyun,1
aadhm'a,1
bating,1
dzagla,1
goy'u,1
prasht'ayu,1
bhutra,1
dzagli,1
dhardzha,1
rakt'angga,1
ponam,1
mchoggtsig,1
ntiam,1
markang,1
dyukte,1
b'arkka,1
gihn'a,1
n'ani,1
brtsegra,1
'grubdngos,1
canbden,1
mridz'i,1
libdhi,1
krishteeshtsa,1
rumt,1
karmopa,1
topt'a,1
nind'am,1
mann'arthi,1
tabh'a,1
cigpra,1
bzhagde'i,1
dr'adrishti,1
tabh'u,1
b'amnyts'asti,1
munydzas,1
shordzha,1
nayod,1
nirmukti,1
garasta,1
tatkar,1
sartsa,1
loro,1
lori,1
aingi,1
hardhya,1
thordha,1
nrittu,1
aashthe,1
yatpi,1
aarkk'a,1
aeesht,1
giphyed,1
nritte,1
kanor,1
rtva,1
nritti,1
nnee,1
pandoshtsa,1
ciggnang,1
shvanydz'am,1
g'andhi,1
noni'i,1
naggandha,1
g'irbi,1
kh'atstsha,1
kambeeshta,1
nasy'am,1
aspyan,1
bhidhya,1
by'aptam,1
baskam,1
gitshigs,1
bragts'arb'i,1
aadhbya,1
kyangdon,1
m'ardzat,1
her',1
mb'a'o,1
zhigmtshang,1
gozhag,1
shesrnam,1
dpyodrtog,1
poyang,1
bzhagnam,1
rustu,1
bhagta,1
singhas,1
topandi,1
bgoshing,1
h'amshts'a,1
shingbya,1
tyutsts'a,1
kammi,1
kammo,1
tr'akosha,1
patyagbhy'am,1
s'aksh'atstsa,1
gigzhon,1
kv'ipa'obyings,1
kamme,1
taksh'ita,1
'amgzhan,1
denyid,1
nobzod,1
a'urdh'ang,1
nekshya,1
aarw'a,1
k'atku,1
bhinnra,1
yidrig,1
'dug'bar,1
bsreggong,1
tasteermma,1
bhassa,1
rashtso,1
songgru,1
migdambha,1
dang'ching,1
gigrub,1
day'am,1
bhakty'e,1
r'amb'a,1
druglong,1
kanthaka,1
mbarra,1
phyirrtag,1
kanee,1
rutmata,1
shurgga,1
ngodzva,1
kshmee,1
y'abhy'am,1
ldandkyil,1
matstshantu,1
sobzlog,1
sdugseng,1
niktha,1
sbreg,1
ratnastu,1
debrjod,1
babbndha,1
nipra,1
tanta'o,1
dedper,1
khartu,1
'dug'khrul,1
sindhvante,1
gyische,1
ph'udbh'u,1
lvanytsa,1
dript'am,1
kadzda,1
mdogbden,1
muddhrotstsha,1
bo'u,1
bsregrnam,1
bhutth'a,1
ladpe,1
gzhagched,1
shadb'argi,1
tstshikka,1
sminku,1
muddh'u,1
bradzy'ata,1
'jugro,1
bdagdgra,1
pphbbhm'a'o,1
'byungbsams,1
rdatt'a,1
aude,1
'dbes,1
medblun,1
lastann'a,1
kitshe,1
ts'urt'am,1
hatra,1
toshya,1
n'iniry'a,1
dangbtsan,1
surb'a,1
stvom,1
trdza'i,1
patti'o,1
shy'arthishts'an'a,1
nye'e'o,1
bdagphrin,1
pushli,1
canyongs,1
ponyanu,1
brtsigyang,1
byasrid,1
galhag,1
yurd'a,1
tsall'i,1
duyon,1
pashtsim,1
brgyadzur,1
paste,1
rgyug'on,1
bdagchab,1
n'amnta,1
swashshyka,1
tr'antri,1
gzhagdon,1
tr'antra,1
aosh'am,1
a'ish,1
sangig'a,1
dzdha,1
gaji,1
m'urttirbhu,1
pa'ozab,1
tsitt'artta,1
phyugnag,1
gcig'khrul,1
tandhi,1
pa'ozung,1
s'utr'a,1
sh'al'a,1
brtsiglang,1
brdeglha,1
yingzugs,1
tyamng,1
ghashma,1
nusrta,1
aosht'i,1
khangyangs,1
byendra,1
snuem,1
darbhe,1
sprikada,1
runglegs,1
drugstong,1
tsanyts'a,1
sp'ardhma,1
tobseg,1
srogdz'a,1
srikaaa,1
mngagces,1
t'ans'am,1
jnya,1
lyudbh'a,1
tstshinn'a,1
zagpho,1
tshton,1
natt'am,1
kyi'ozan,1
bhuttat,1
m'utsi,1
yimtha',1
autpanna,1
pvam,1
gechags,1
nridda,1
narmu,1
yasmat,1
shigskul,1
ltartshe,1
serya,1
rishvam,1
su'dod,1
dzinsam,1
yasmad,1
mutp'i,1
go'das,1
kamaee,1
phogrma,1
kyangsreg,1
go'dag,1
gdgha,1
peetti,1
tastat,1
dushtsarmma,1
'ogsdigs,1
aasmadyut,1
tastar,1
karpp'u,1
sy'arddham,1
kshudbhya,1
ragsems,1
airtti,1
gobrgya,1
aoornnot,1
dotstshee,1
landra'a,1
sashda,1
hotstsa,1
labdh'anta,1
kalpisha,1
byaspyan,1
magasth'a,1
y'apt'a,1
byedmchog,1
kastshu,1
reestrishn'a,1
lastatta,1
manv'a,1
ttsa'i,1
rtatpa,1
raktra,1
brlagrgyud,1
ausht'ata,1
tatm'urkha,1
dagrkan,1
zagyal,1
phyagsbyor,1
hmee,1
yadrai,1
dr'ashta,1
garthe,1
nyitvar,1
garthi,1
yandarsha,1
aashaaasha,1
sy'annam,1
rothe,1
aoon,1
bralyod,1
skeng,1
tishshi,1
karkod,1
sordzogs,1
dardh'a,1
bishtanytsa,1
ao'am,1
tannanda,1
prdznya,1
bzlogautpala,1
gnagzhes,1
getstsha,1
shy'arka,1
tanga,1
trishdu,1
bh'atsha,1
bittee,1
saddheer,1
kassatstsha,1
m'ai,1
bugrol,1
bklagtshul,1
rony,1
nyral,1
tstsitta,1
steyam,1
nirm'as,1
tstsitte,1
rdzed,1
bcaskyi,1
prishtsyu,1
retstsa,1
spangsrdo,1
simsha,1
phyirmnyam,1
tsandr'arkka,1
tird'at,1
rdzer,1
nasdkyil,1
passkabs,1
thashtam,1
shrutpra,1
aitsitta,1
khshr'a,1
ngagsrin,1
mbhas,1
sy'atpee,1
dombi'o,1
regji,1
'jigbyings,1
ngophyed,1
zheszhes,1
brddha,1
kshubda,1
pabsams,1
madzdzh'a,1
duspyi,1
bzhagnang,1
shushk'a,1
tshigbrind'a,1
shogbshes,1
gokum,1
neerbbardha,1
nmanda,1
mchogzag,1
bya'obden,1
napalu,1
kayo,1
kayi,1
bindu'i,1
'jigltos,1
kshnye,1
phyirbu,1
dhyatma,1
k'ardh'ata,1
la'oshita,1
pittra,1
dbrognye,1
bh'urddi,1
lakshmyi,1
shala,1
tradznya,1
namzhes,1
sha'o'o,1
saptot,1
aatstsaghe,1
rerbbi,1
nyashvi,1
mdoggtso,1
cingstobs,1
beeshti,1
sarbishkundi,1
moll'a,1
dhasi,1
teerbr'i,1
nashtot,1
sesmin,1
gcigbrjod,1
s'uryya,1
bratye,1
ttsar,1
lachu,1
kashas,1
zhogmngon,1
shatki,1
nishyante,1
prig,1
mchoglhag,1
'phrogbzhu,1
zhingbla,1
dangnags,1
mnyambdag,1
gantu'i,1
dyuddh'a,1
rat'ashtsa,1
yisbra,1
'khrugchu,1
tsidbra,1
tsastvam,1
shannam,1
matasminksha,1
shiksho,1
gadzdz'antu,1
tyutpa,1
tshattram,1
d'akshin,1
aadzarya'i,1
dagrdul,1
shr'imantam,1
mr'iga,1
proktam,1
aanshtu,1
daggnon,1
hrye,1
'jigbkru,1
ramsnga,1
gzhag'dus,1
bardhra,1
shlishkri,1
katy'a,1
baghn'a,1
s'arbantu,1
mrishm,1
mrishi,1
fdam,1
bragku,1
cigrma'i,1
badzrashpe,1
bhatsho,1
mugaoo,1
phiys,1
bishpa,1
bragko,1
wasta,1
rtogrgya,1
nindza,1
dagdgra,1
stampa,1
shurbbarsha,1
tsyanta,1
bashgu,1
hw'a'o,1
m'idhe,1
auh'a,1
tagadbyangs,1
gonga,1
tushnyu,1
btagye,1
dorbhy'a,1
ghashdhe,1
p'aru,1
lapdya,1
gupsa'i,1
wte,1
dbyugmdung,1
yis'du,1
'thagral,1
kri'i'o,1
kumbha'i,1
kyisphyag,1
thagblangs,1
zhigbrid,1
turd'a,1
durta,1
bgyi'origs,1
gabca',1
gyi'okhyim,1
m'urddhna,1
dzvo,1
gzhaggyo,1
gzhag'phral,1
shyaddi,1
tpanan,1
bhym,1
tsary'arthi,1
larwa,1
yade,1
dh'urpu,1
lasdge,1
gyibum,1
kamsham'a,1
dh'arthe,1
kroshd'a,1
rungrngon,1
dvatkalpa,1
dzanpa,1
gnanglas,1
pastambha,1
dgerlung,1
ani,1
korkan,1
sarbonma,1
badzrimbha,1
bhy',1
shy'ama,1
thaks'a,1
bteglag,1
kr'inanti'o,1
sy'anggant'i,1
mchogder,1
re'o'khob,1
shtsatyee,1
yinor,1
thadha,1
phyagdpag,1
aarwanti,1
r'ih'um,1
madhy'am,1
nga'o'jig,1
peshthi,1
kshinnan'a,1
bo'ogsal,1
rnna'i,1
aadhishta,1
bhru'm,1
bhindhve,1
prekshya,1
aarkanta,1
migspang,1
darpot,1
bhridzdzi,1
snugasnu,1
bhridzdzo,1
yeesha,1
kaaushnigaushni,1
a'urddham,1
prahmi,1
pumphi,1
d'irghra,1
ts'iti,1
bkrampa,1
dz'arnn'i,1
gzhagmu,1
'amsnang,1
tunu,1
trorbba,1
bodgha,1
gzhagmo,1
t'ikshn'i,1
tuna,1
notku,1
shassa,1
benyal,1
bhakshante,1
a'antarpu,1
byadbyibs,1
a'att,1
ni'a'o,1
yatyam,1
zhigtha,1
y'ayya,1
ndhantu,1
dvista,1
bakto,1
nv'ansy'atta,1
phyagdmigs,1
nydz,1
bhadgu,1
tsandi'o,1
g'astatshee,1
gzhagsmyo,1
nydi,1
kta'ang,1
ha'a,1
bhukth'a,1
ba'ozung,1
sh'idhvam,1
nodzny'a,1
aatsinta,1
dgodlas,1
kunydzva,1
kana'i,1
pothod,1
bast'ata,1
mrish'a,1
dostong,1
gzhugbe,1
y'asmas,1
ciggsol,1
